workerid,proliferate.condition,block_number,expected_rating,item_number,length,list_number,prolific_id,response,sentence_text,stru_type,trial_sequence_total,type,unique_id,error
3571,List 6,4,3,9312,,6,,6,William planned himself to write a novel.,,61,filler,9312,
3571,List 6,4,1,9112,,6,,1,The money was stolen the money.,,62,filler,9112,
3571,List 6,4,5,9512,,6,,7,They all have finished and they have all done so efficiently.,,63,filler,9512,
3571,List 6,4,,5,short,6,,7,Who heard the rumor that the assistant copied the file?,isl,64,test,52,
3571,List 6,4,7,9712,,6,,6,Brittany attempted to touch the porcupine.,,65,filler,9712,
3571,List 6,,,,,,63069f585b35a5ec752fcd30,,,,,,,
3442,List 6,0,7,1007,,6,,7,She was the winner.,,1,practice,1007,
3442,List 6,0,1,1001,,6,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
3442,List 6,0,4,1004,,6,,4,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3442,List 6,0,6,1006,,6,,4,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3442,List 6,0,2,1002,,6,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3442,List 6,0,5,1005,,6,,5,All the men seem to have all eaten supper.,,6,practice,1005,
3442,List 6,0,3,1003,,6,,1,They consider a teacher of Chris geeky.,,7,practice,1003,
3442,List 6,0,7,1008,,6,,6,It seems to me that Robert can't be trusted.,,8,practice,1008,
3442,List 6,0,1,1009,,6,,1,There might mice seem to be in the cupboard.,,9,practice,1009,
3442,List 6,1,4,9411,,6,,4,"If frankly he's unable to cope, we'll have to replace him.",,10,filler,9411,
3442,List 6,1,7,9721,,6,,7,I hate eating sushi.,,11,filler,9721,
3442,List 6,1,,4,short,6,,6,Who heard that the student read the book?,nonisl,12,test,41,
3442,List 6,1,4,9421,,6,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,13,filler,9421,
3442,List 6,1,3,9311,,6,,2,John tried himself to win.,,14,filler,9311,
3442,List 6,1,,3,long,6,,3,What did the coach hear the rumor that the gymnast practiced?,isl,15,test,34,
3442,List 6,1,1,9121,,6,,3,Who was that the principal would fire expected by the reporters?,,16,filler,9121,
3442,List 6,1,3,9321,,6,,2,Yesterday seemed that John left.,,17,filler,9321,
3442,List 6,1,,2,long,6,,5,What did the landlord hear that the tenant repainted?,nonisl,18,test,23,
3442,List 6,1,7,9711,,6,,7,Kerry attempted to study physics.,,19,filler,9711,
3442,List 6,1,2,9211,,6,,5,To the neighbors about the noise the old man complained.,,20,filler,9211,
3442,List 6,1,5,9511,,6,,6,They all have left and they have all done so deliberately.,,21,filler,9511,
3442,List 6,1,,1,short,6,,7,Who heard the rumor that the chef burned the dish?,isl,22,test,12,
3442,List 6,1,1,9111,,6,,2,John was kissed John.,,23,filler,9111,
3442,List 6,2,5,9514,,6,,6,They all have studied and they have all done so effectively.,,24,filler,9514,
3442,List 6,2,,16,short,6,,6,Who heard that the customer ordered the drink?,nonisl,25,test,161,
3442,List 6,2,1,9124,,6,,1,Who is that the jail must release accepted by few citizens?,,26,filler,9124,
3442,List 6,2,3,9314,,6,,6,Patricia agreed herself to host the party.,,27,filler,9314,
3442,List 6,2,,15,long,6,,3,What did the cardiologist hear the rumor that the patient contracted?,isl,28,test,154,
3442,List 6,2,4,9414,,6,,5,"If frankly you continue to argue, the boss will fire you.",,29,filler,9414,
3442,List 6,2,1,9114,,6,,1,Tommy was punished Tommy.,,30,filler,9114,
3442,List 6,2,7,9714,,6,,7,Tommy attempted to take a picture.,,31,filler,9714,
3442,List 6,2,,14,long,6,,7,What did the carpenter hear that the architect modified?,nonisl,32,test,143,
3442,List 6,2,2,9214,,6,,3,At your spouse on the phone you shouldn't yell.,,33,filler,9214,
3442,List 6,2,4,9424,,6,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,34,filler,9424,
3442,List 6,2,,13,short,6,,7,Who heard the rumor that the judge overruled the case?,isl,35,test,132,
3442,List 6,2,3,9324,,6,,4,Next week appears that the strikers will be back to work.,,36,filler,9324,
3442,List 6,2,7,9724,,6,,7,I hate missing work.,,37,filler,9724,
3442,List 6,3,4,9423,,6,,7,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,38,filler,9423,
3442,List 6,3,,12,short,6,,7,Who heard that the politician ignored the recommendation?,nonisl,39,test,121,
3442,List 6,3,7,9723,,6,,7,I like taking vacations.,,40,filler,9723,
3442,List 6,3,2,9213,,6,,1,With the generals about a new approach the President talked.,,41,filler,9213,
3442,List 6,3,3,9323,,6,,6,Tomorrow seems that there will be a hurricane.,,42,filler,9323,
3442,List 6,3,,11,long,6,,2,What did the parent hear the rumor that the babysitter washed?,isl,43,test,114,
3442,List 6,3,7,9713,,6,,7,Vivian attempted to write stories.,,44,filler,9713,
3442,List 6,3,4,9413,,6,,5,"If Grace probably passes the class, she will graduate on time.",,45,filler,9413,
3442,List 6,3,3,9313,,6,,5,Linda remembered herself to pick-up the dry cleaning.,,46,filler,9313,
3442,List 6,3,,10,long,6,,6,What did the nurse hear that the doctor prescribed?,nonisl,47,test,103,
3442,List 6,3,1,9113,,6,,2,The hedges were trimmed the hedges.,,48,filler,9113,
3442,List 6,3,,9,short,6,,6,Who heard the rumor that the general ordered the mission?,isl,49,test,92,
3442,List 6,3,1,9123,,6,,2,Who was that Martians kidnapped believed by no one?,,50,filler,9123,
3442,List 6,3,5,9513,,6,,6,They all have helped and they have all done so generously.,,51,filler,9513,
3442,List 6,4,7,9722,,6,,7,I like drinking milkshakes.,,52,filler,9722,
3442,List 6,4,,8,short,6,,7,Who heard that the reporter plagiarized the article?,nonisl,53,test,81,
3442,List 6,4,2,9212,,6,,4,To the professor about my grade I talked.,,54,filler,9212,
3442,List 6,4,4,9422,,6,,4,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,55,filler,9422,
3442,List 6,4,,7,long,6,,3,What did the smuggler hear the rumor that the police intercepted?,isl,56,test,74,
3442,List 6,4,4,9412,,6,,5,"If Kelly might have time, she will do it.",,57,filler,9412,
3442,List 6,4,1,9122,,6,,3,What was that the movers would break feared by the family?,,58,filler,9122,
3442,List 6,4,3,9322,,6,,6,Next week seems that Juan will be in town.,,59,filler,9322,
3442,List 6,4,,6,long,6,,3,What did the detective hear that the suspect stole?,nonisl,60,test,63,
3442,List 6,4,3,9312,,6,,5,William planned himself to write a novel.,,61,filler,9312,
3442,List 6,4,1,9112,,6,,2,The money was stolen the money.,,62,filler,9112,
3442,List 6,4,5,9512,,6,,5,They all have finished and they have all done so efficiently.,,63,filler,9512,
3442,List 6,4,,5,short,6,,6,Who heard the rumor that the assistant copied the file?,isl,64,test,52,
3442,List 6,4,7,9712,,6,,7,Brittany attempted to touch the porcupine.,,65,filler,9712,
3442,List 6,,,,,,5f4d52bb1c7d049f204df2ce,,,,,,,
3362,List 6,0,7,1007,,6,,7,She was the winner.,,1,practice,1007,
3362,List 6,0,1,1001,,6,,2,"Promise to wash, Neal did the car.",,2,practice,1001,
3362,List 6,0,4,1004,,6,,5,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3362,List 6,0,6,1006,,6,,7,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3362,List 6,0,2,1002,,6,,3,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3362,List 6,0,5,1005,,6,,4,All the men seem to have all eaten supper.,,6,practice,1005,
3362,List 6,0,3,1003,,6,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
3362,List 6,0,7,1008,,6,,7,It seems to me that Robert can't be trusted.,,8,practice,1008,
3362,List 6,0,1,1009,,6,,3,There might mice seem to be in the cupboard.,,9,practice,1009,
3362,List 6,1,4,9411,,6,,5,"If frankly he's unable to cope, we'll have to replace him.",,10,filler,9411,
3362,List 6,1,7,9721,,6,,7,I hate eating sushi.,,11,filler,9721,
3362,List 6,1,,4,short,6,,6,Who heard that the student read the book?,nonisl,12,test,41,
3362,List 6,1,4,9421,,6,,6,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,13,filler,9421,
3362,List 6,1,3,9311,,6,,6,John tried himself to win.,,14,filler,9311,
3362,List 6,1,,3,long,6,,2,What did the coach hear the rumor that the gymnast practiced?,isl,15,test,34,
3362,List 6,1,1,9121,,6,,2,Who was that the principal would fire expected by the reporters?,,16,filler,9121,
3362,List 6,1,3,9321,,6,,4,Yesterday seemed that John left.,,17,filler,9321,
3362,List 6,1,,2,long,6,,6,What did the landlord hear that the tenant repainted?,nonisl,18,test,23,
3362,List 6,1,7,9711,,6,,7,Kerry attempted to study physics.,,19,filler,9711,
3362,List 6,1,2,9211,,6,,2,To the neighbors about the noise the old man complained.,,20,filler,9211,
3362,List 6,1,5,9511,,6,,3,They all have left and they have all done so deliberately.,,21,filler,9511,
3362,List 6,1,,1,short,6,,7,Who heard the rumor that the chef burned the dish?,isl,22,test,12,
3362,List 6,1,1,9111,,6,,1,John was kissed John.,,23,filler,9111,
3362,List 6,2,5,9514,,6,,3,They all have studied and they have all done so effectively.,,24,filler,9514,
3362,List 6,2,,16,short,6,,7,Who heard that the customer ordered the drink?,nonisl,25,test,161,
3362,List 6,2,1,9124,,6,,1,Who is that the jail must release accepted by few citizens?,,26,filler,9124,
3362,List 6,2,3,9314,,6,,5,Patricia agreed herself to host the party.,,27,filler,9314,
3362,List 6,2,,15,long,6,,2,What did the cardiologist hear the rumor that the patient contracted?,isl,28,test,154,
3362,List 6,2,4,9414,,6,,3,"If frankly you continue to argue, the boss will fire you.",,29,filler,9414,
3362,List 6,2,1,9114,,6,,1,Tommy was punished Tommy.,,30,filler,9114,
3362,List 6,2,7,9714,,6,,6,Tommy attempted to take a picture.,,31,filler,9714,
3362,List 6,2,,14,long,6,,6,What did the carpenter hear that the architect modified?,nonisl,32,test,143,
3362,List 6,2,2,9214,,6,,3,At your spouse on the phone you shouldn't yell.,,33,filler,9214,
3362,List 6,2,4,9424,,6,,6,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,34,filler,9424,
3362,List 6,2,,13,short,6,,7,Who heard the rumor that the judge overruled the case?,isl,35,test,132,
3362,List 6,2,3,9324,,6,,6,Next week appears that the strikers will be back to work.,,36,filler,9324,
3362,List 6,2,7,9724,,6,,7,I hate missing work.,,37,filler,9724,
3362,List 6,3,4,9423,,6,,6,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,38,filler,9423,
3362,List 6,3,,12,short,6,,7,Who heard that the politician ignored the recommendation?,nonisl,39,test,121,
3362,List 6,3,7,9723,,6,,7,I like taking vacations.,,40,filler,9723,
3362,List 6,3,2,9213,,6,,2,With the generals about a new approach the President talked.,,41,filler,9213,
3362,List 6,3,3,9323,,6,,6,Tomorrow seems that there will be a hurricane.,,42,filler,9323,
3362,List 6,3,,11,long,6,,5,What did the parent hear the rumor that the babysitter washed?,isl,43,test,114,
3362,List 6,3,7,9713,,6,,7,Vivian attempted to write stories.,,44,filler,9713,
3362,List 6,3,4,9413,,6,,6,"If Grace probably passes the class, she will graduate on time.",,45,filler,9413,
3362,List 6,3,3,9313,,6,,6,Linda remembered herself to pick-up the dry cleaning.,,46,filler,9313,
3362,List 6,3,,10,long,6,,6,What did the nurse hear that the doctor prescribed?,nonisl,47,test,103,
3362,List 6,3,1,9113,,6,,1,The hedges were trimmed the hedges.,,48,filler,9113,
3362,List 6,3,,9,short,6,,7,Who heard the rumor that the general ordered the mission?,isl,49,test,92,
3362,List 6,3,1,9123,,6,,1,Who was that Martians kidnapped believed by no one?,,50,filler,9123,
3362,List 6,3,5,9513,,6,,5,They all have helped and they have all done so generously.,,51,filler,9513,
3362,List 6,4,7,9722,,6,,7,I like drinking milkshakes.,,52,filler,9722,
3362,List 6,4,,8,short,6,,7,Who heard that the reporter plagiarized the article?,nonisl,53,test,81,
3362,List 6,4,2,9212,,6,,2,To the professor about my grade I talked.,,54,filler,9212,
3362,List 6,4,4,9422,,6,,6,"Jamie mentioned that a scene from one of the films is going to be shown this Thursday, but I don't remember which she did.",,55,filler,9422,
3362,List 6,4,,7,long,6,,1,What did the smuggler hear the rumor that the police intercepted?,isl,56,test,74,
3362,List 6,4,4,9412,,6,,2,"If Kelly might have time, she will do it.",,57,filler,9412,
3362,List 6,4,1,9122,,6,,1,What was that the movers would break feared by the family?,,58,filler,9122,
3362,List 6,4,3,9322,,6,,5,Next week seems that Juan will be in town.,,59,filler,9322,
3362,List 6,4,,6,long,6,,6,What did the detective hear that the suspect stole?,nonisl,60,test,63,
3362,List 6,4,3,9312,,6,,5,William planned himself to write a novel.,,61,filler,9312,
3362,List 6,4,1,9112,,6,,1,The money was stolen the money.,,62,filler,9112,
3362,List 6,4,5,9512,,6,,4,They all have finished and they have all done so efficiently.,,63,filler,9512,
3362,List 6,4,,5,short,6,,7,Who heard the rumor that the assistant copied the file?,isl,64,test,52,
3362,List 6,4,7,9712,,6,,7,Brittany attempted to touch the porcupine.,,65,filler,9712,
3362,List 6,,,,,,66ace45ebe3a1e60851c40e2,,,,,,,
3530,List 6,0,7,1007,,6,,6,She was the winner.,,1,practice,1007,
3530,List 6,0,1,1001,,6,,1,"Promise to wash, Neal did the car.",,2,practice,1001,
3530,List 6,0,4,1004,,6,,2,The brother and sister that were playing all the time had to be sent to bed.,,3,practice,1004,
3530,List 6,0,6,1006,,6,,2,The children were cared for by the adults and the teenagers.,,4,practice,1006,
3530,List 6,0,2,1002,,6,,2,Ben is hopeful for everyone you do to attend.,,5,practice,1002,
3530,List 6,0,5,1005,,6,,1,All the men seem to have all eaten supper.,,6,practice,1005,
3530,List 6,0,3,1003,,6,,4,They consider a teacher of Chris geeky.,,7,practice,1003,
3530,List 6,0,7,1008,,6,,4,It seems to me that Robert can't be trusted.,,8,practice,1008,
3530,List 6,0,1,1009,,6,,2,There might mice seem to be in the cupboard.,,9,practice,1009,
3530,List 6,1,4,9411,,6,,5,"If frankly he's unable to cope, we'll have to replace him.",,10,filler,9411,
3530,List 6,1,7,9721,,6,,6,I hate eating sushi.,,11,filler,9721,
3530,List 6,1,,4,short,6,,6,Who heard that the student read the book?,nonisl,12,test,41,
3530,List 6,1,4,9421,,6,,5,"Kathryn said that a picture of one of the founders is going to be posted at the end of the month, but I don't remember which she did.",,13,filler,9421,
3530,List 6,1,3,9311,,6,,2,John tried himself to win.,,14,filler,9311,
3530,List 6,1,,3,long,6,,3,What did the coach hear the rumor that the gymnast practiced?,isl,15,test,34,
3530,List 6,1,1,9121,,6,,2,Who was that the principal would fire expected by the reporters?,,16,filler,9121,
3530,List 6,1,3,9321,,6,,3,Yesterday seemed that John left.,,17,filler,9321,
3530,List 6,1,,2,long,6,,2,What did the landlord hear that the tenant repainted?,nonisl,18,test,23,
3530,List 6,1,7,9711,,6,,6,Kerry attempted to study physics.,,19,filler,9711,
3530,List 6,1,2,9211,,6,,2,To the neighbors about the noise the old man complained.,,20,filler,9211,
3530,List 6,1,5,9511,,6,,4,They all have left and they have all done so deliberately.,,21,filler,9511,
3530,List 6,1,,1,short,6,,5,Who heard the rumor that the chef burned the dish?,isl,22,test,12,
3530,List 6,1,1,9111,,6,,2,John was kissed John.,,23,filler,9111,
3530,List 6,2,5,9514,,6,,4,They all have studied and they have all done so effectively.,,24,filler,9514,
3530,List 6,2,,16,short,6,,5,Who heard that the customer ordered the drink?,nonisl,25,test,161,
3530,List 6,2,1,9124,,6,,2,Who is that the jail must release accepted by few citizens?,,26,filler,9124,
3530,List 6,2,3,9314,,6,,2,Patricia agreed herself to host the party.,,27,filler,9314,
3530,List 6,2,,15,long,6,,2,What did the cardiologist hear the rumor that the patient contracted?,isl,28,test,154,
3530,List 6,2,4,9414,,6,,6,"If frankly you continue to argue, the boss will fire you.",,29,filler,9414,
3530,List 6,2,1,9114,,6,,1,Tommy was punished Tommy.,,30,filler,9114,
3530,List 6,2,7,9714,,6,,5,Tommy attempted to take a picture.,,31,filler,9714,
3530,List 6,2,,14,long,6,,3,What did the carpenter hear that the architect modified?,nonisl,32,test,143,
3530,List 6,2,2,9214,,6,,5,At your spouse on the phone you shouldn't yell.,,33,filler,9214,
3530,List 6,2,4,9424,,6,,2,"Benjamin said he noticed a suspicious-looking man by the school, but I don't know which man he did.",,34,filler,9424,
3530,List 6,2,,13,short,6,,6,Who heard the rumor that the judge overruled the case?,isl,35,test,132,
3530,List 6,2,3,9324,,6,,5,Next week appears that the strikers will be back to work.,,36,filler,9324,
3530,List 6,2,7,9724,,6,,6,I hate missing work.,,37,filler,9724,
3530,List 6,3,4,9423,,6,,2,"Monica said she saw one of your videos on the internet, but I'm not sure which video she did.",,38,filler,9423,
